n_hor,n_ver,n_tot,eta,S
135,196,331,0.64648438,-0.18429003
97,234,331,0.64648438,-0.41389728
125,199,324,0.6328125,-0.22839506
149,194,343,0.66992188,-0.13119534
114,212,326,0.63671875,-0.3006135
128,194,322,0.62890625,-0.20496894
175,150,325,0.63476562,0.076923077
133,204,337,0.65820312,-0.21068249
135,184,319,0.62304688,-0.15360502
144,179,323,0.63085938,-0.10835913
154,171,325,0.63476562,-0.052307692
112,210,322,0.62890625,-0.30434783
59,268,327,0.63867188,-0.63914373
81,255,336,0.65625,-0.51785714
104,224,328,0.640625,-0.36585366
74,258,332,0.6484375,-0.55421687
29,300,329,0.64257812,-0.82370821
32,303,335,0.65429688,-0.80895522
75,249,324,0.6328125,-0.53703704
17,332,349,0.68164062,-0.9025788
27,319,346,0.67578125,-0.84393064
25,309,334,0.65234375,-0.8502994
13,331,344,0.671875,-0.9244186
3,336,339,0.66210938,-0.98230088
12,336,348,0.6796875,-0.93103448
2,346,348,0.6796875,-0.98850575
33,299,332,0.6484375,-0.80120482
50,261,311,0.60742188,-0.67845659
37,294,331,0.64648438,-0.77643505
8,314,322,0.62890625,-0.95031056
5,326,331,0.64648438,-0.96978852
6,337,343,0.66992188,-0.96501458
3,321,324,0.6328125,-0.98148148
2,327,329,0.64257812,-0.98784195
0,338,338,0.66015625,-1
0,342,342,0.66796875,-1
2,340,342,0.66796875,-0.98830409
16,325,341,0.66601562,-0.90615836
27,315,342,0.66796875,-0.84210526
0,327,327,0.63867188,-1
10,330,340,0.6640625,-0.94117647
19,315,334,0.65234375,-0.88622754
3,339,342,0.66796875,-0.98245614
5,329,334,0.65234375,-0.97005988
4,338,342,0.66796875,-0.97660819
1,339,340,0.6640625,-0.99411765
8,327,335,0.65429688,-0.95223881
35,297,332,0.6484375,-0.78915663
41,292,333,0.65039062,-0.75375375
31,303,334,0.65234375,-0.81437126
59,273,332,0.6484375,-0.64457831
40,296,336,0.65625,-0.76190476
33,304,337,0.65820312,-0.8041543
23,309,332,0.6484375,-0.86144578
14,319,333,0.65039062,-0.91591592
13,315,328,0.640625,-0.92073171
13,316,329,0.64257812,-0.92097264
16,309,325,0.63476562,-0.90153846
14,319,333,0.65039062,-0.91591592
7,334,341,0.66601562,-0.95894428
15,325,340,0.6640625,-0.91176471
23,310,333,0.65039062,-0.86186186
33,296,329,0.64257812,-0.7993921
36,287,323,0.63085938,-0.77708978
47,289,336,0.65625,-0.7202381
7,336,343,0.66992188,-0.95918367
33,302,335,0.65429688,-0.80298507
48,278,326,0.63671875,-0.70552147
34,305,339,0.66210938,-0.79941003
32,303,335,0.65429688,-0.80895522
34,302,336,0.65625,-0.79761905
27,311,338,0.66015625,-0.84023669
17,313,330,0.64453125,-0.8969697
1,336,337,0.65820312,-0.99406528
17,313,330,0.64453125,-0.8969697
5,329,334,0.65234375,-0.97005988
2,339,341,0.66601562,-0.98826979
7,320,327,0.63867188,-0.95718654
23,309,332,0.6484375,-0.86144578
17,316,333,0.65039062,-0.8978979
2,333,335,0.65429688,-0.9880597
3,334,337,0.65820312,-0.98219585
0,343,343,0.66992188,-1
9,344,353,0.68945312,-0.9490085
5,329,334,0.65234375,-0.97005988
1,345,346,0.67578125,-0.99421965
33,286,319,0.62304688,-0.79310345
10,330,340,0.6640625,-0.94117647
35,306,341,0.66601562,-0.79472141
29,317,346,0.67578125,-0.83236994
28,301,329,0.64257812,-0.82978723
34,296,330,0.64453125,-0.79393939
19,315,334,0.65234375,-0.88622754
23,324,347,0.67773438,-0.86743516
29,296,325,0.63476562,-0.82153846
43,283,326,0.63671875,-0.73619632
20,311,331,0.64648438,-0.87915408
20,312,332,0.6484375,-0.87951807
28,309,337,0.65820312,-0.83382789
31,301,332,0.6484375,-0.81325301
12,327,339,0.66210938,-0.92920354
28,311,339,0.66210938,-0.83480826
16,311,327,0.63867188,-0.90214067
24,295,319,0.62304688,-0.84952978
17,327,344,0.671875,-0.90116279
12,320,332,0.6484375,-0.92771084
2,337,339,0.66210938,-0.98820059
0,334,334,0.65234375,-1
3,340,343,0.66992188,-0.98250729
6,325,331,0.64648438,-0.96374622
18,314,332,0.6484375,-0.89156627
0,341,341,0.66601562,-1
32,312,344,0.671875,-0.81395349
16,320,336,0.65625,-0.9047619
0,339,339,0.66210938,-1
25,310,335,0.65429688,-0.85074627
47,276,323,0.63085938,-0.70897833
64,275,339,0.66210938,-0.62241888
48,277,325,0.63476562,-0.70461538
40,296,336,0.65625,-0.76190476
40,285,325,0.63476562,-0.75384615
48,285,333,0.65039062,-0.71171171
35,284,319,0.62304688,-0.78056426
48,278,326,0.63671875,-0.70552147
78,249,327,0.63867188,-0.52293578
54,277,331,0.64648438,-0.67371601
79,240,319,0.62304688,-0.50470219
91,246,337,0.65820312,-0.45994065
105,212,317,0.61914062,-0.33753943
92,246,338,0.66015625,-0.4556213
106,215,321,0.62695312,-0.33956386
99,223,322,0.62890625,-0.38509317
120,208,328,0.640625,-0.26829268
139,202,341,0.66601562,-0.18475073
132,209,341,0.66601562,-0.22580645
92,230,322,0.62890625,-0.42857143
98,228,326,0.63671875,-0.39877301
56,270,326,0.63671875,-0.65644172
55,275,330,0.64453125,-0.66666667
37,302,339,0.66210938,-0.78171091
11,325,336,0.65625,-0.93452381
17,311,328,0.640625,-0.89634146
10,330,340,0.6640625,-0.94117647
32,295,327,0.63867188,-0.80428135
16,310,326,0.63671875,-0.90184049
12,330,342,0.66796875,-0.92982456
20,317,337,0.65820312,-0.88130564
22,314,336,0.65625,-0.86904762
6,341,347,0.67773438,-0.96541787
15,315,330,0.64453125,-0.90909091
10,323,333,0.65039062,-0.93993994
10,319,329,0.64257812,-0.93920973
4,338,342,0.66796875,-0.97660819
6,321,327,0.63867188,-0.96330275
6,337,343,0.66992188,-0.96501458
8,324,332,0.6484375,-0.95180723
8,331,339,0.66210938,-0.95280236
10,326,336,0.65625,-0.94047619
20,301,321,0.62695312,-0.87538941
45,283,328,0.640625,-0.72560976
12,324,336,0.65625,-0.92857143
6,335,341,0.66601562,-0.96480938
3,336,339,0.66210938,-0.98230088
20,307,327,0.63867188,-0.87767584
67,278,345,0.67382812,-0.6115942
30,298,328,0.640625,-0.81707317
13,320,333,0.65039062,-0.92192192
1,338,339,0.66210938,-0.99410029
4,340,344,0.671875,-0.97674419
17,312,329,0.64257812,-0.89665653
33,299,332,0.6484375,-0.80120482
66,262,328,0.640625,-0.59756098
73,252,325,0.63476562,-0.55076923
89,245,334,0.65234375,-0.46706587
60,272,332,0.6484375,-0.63855422
47,277,324,0.6328125,-0.70987654
58,261,319,0.62304688,-0.63636364
41,284,325,0.63476562,-0.74769231
16,318,334,0.65234375,-0.90419162
15,326,341,0.66601562,-0.91202346
10,319,329,0.64257812,-0.93920973
9,321,330,0.64453125,-0.94545455
20,305,325,0.63476562,-0.87692308
12,323,335,0.65429688,-0.92835821
17,318,335,0.65429688,-0.89850746
13,338,351,0.68554688,-0.92592593
9,332,341,0.66601562,-0.94721408
7,339,346,0.67578125,-0.95953757
32,297,329,0.64257812,-0.80547112
22,306,328,0.640625,-0.86585366
44,285,329,0.64257812,-0.7325228
29,305,334,0.65234375,-0.82634731
40,279,319,0.62304688,-0.7492163
17,313,330,0.64453125,-0.8969697
12,323,335,0.65429688,-0.92835821
23,318,341,0.66601562,-0.86510264
35,302,337,0.65820312,-0.79228487
24,324,348,0.6796875,-0.86206897
6,338,344,0.671875,-0.96511628
2,335,337,0.65820312,-0.98813056
1,357,358,0.69921875,-0.99441341
6,332,338,0.66015625,-0.96449704
5,337,342,0.66796875,-0.97076023
12,307,319,0.62304688,-0.92476489
18,324,342,0.66796875,-0.89473684
18,320,338,0.66015625,-0.89349112
14,311,325,0.63476562,-0.91384615
29,303,332,0.6484375,-0.8253012
15,326,341,0.66601562,-0.91202346
6,332,338,0.66015625,-0.96449704
18,316,334,0.65234375,-0.89221557
11,322,333,0.65039062,-0.93393393
29,294,323,0.63085938,-0.82043344
32,305,337,0.65820312,-0.81008902
44,288,332,0.6484375,-0.73493976
14,316,330,0.64453125,-0.91515152
22,318,340,0.6640625,-0.87058824
45,301,346,0.67578125,-0.73988439
77,243,320,0.625,-0.51875
70,267,337,0.65820312,-0.58456973
67,262,329,0.64257812,-0.59270517
101,231,332,0.6484375,-0.39156627
88,242,330,0.64453125,-0.46666667
103,222,325,0.63476562,-0.36615385
122,216,338,0.66015625,-0.27810651
95,235,330,0.64453125,-0.42424242
104,226,330,0.64453125,-0.36969697
93,233,326,0.63671875,-0.42944785
91,240,331,0.64648438,-0.45015106
52,289,341,0.66601562,-0.69501466
0,346,346,0.67578125,-1
5,342,347,0.67773438,-0.97118156
9,335,344,0.671875,-0.94767442
9,317,326,0.63671875,-0.94478528
10,327,337,0.65820312,-0.94065282
15,323,338,0.66015625,-0.9112426
12,323,335,0.65429688,-0.92835821
9,328,337,0.65820312,-0.94658754
11,319,330,0.64453125,-0.93333333
2,341,343,0.66992188,-0.98833819
13,326,339,0.66210938,-0.92330383
1,358,359,0.70117188,-0.99442897
6,320,326,0.63671875,-0.96319018
7,326,333,0.65039062,-0.95795796
15,320,335,0.65429688,-0.91044776
32,303,335,0.65429688,-0.80895522
40,285,325,0.63476562,-0.75384615
43,291,334,0.65234375,-0.74251497
37,293,330,0.64453125,-0.77575758
55,273,328,0.640625,-0.66463415
81,253,334,0.65234375,-0.51497006
110,213,323,0.63085938,-0.31888545
94,222,316,0.6171875,-0.40506329
102,220,322,0.62890625,-0.36645963
124,209,333,0.65039062,-0.25525526
76,251,327,0.63867188,-0.5351682
68,258,326,0.63671875,-0.58282209
101,236,337,0.65820312,-0.40059347
83,240,323,0.63085938,-0.48606811
90,232,322,0.62890625,-0.44099379
67,263,330,0.64453125,-0.59393939
83,239,322,0.62890625,-0.48447205
102,224,326,0.63671875,-0.37423313
122,196,318,0.62109375,-0.2327044
94,238,332,0.6484375,-0.43373494
52,291,343,0.66992188,-0.696793
66,266,332,0.6484375,-0.60240964
86,241,327,0.63867188,-0.47400612
49,278,327,0.63867188,-0.70030581
58,270,328,0.640625,-0.64634146
25,311,336,0.65625,-0.85119048
13,325,338,0.66015625,-0.92307692
19,314,333,0.65039062,-0.88588589
24,311,335,0.65429688,-0.85671642
9,325,334,0.65234375,-0.94610778
14,326,340,0.6640625,-0.91764706
7,332,339,0.66210938,-0.95870206
15,312,327,0.63867188,-0.90825688
1,347,348,0.6796875,-0.99425287
20,319,339,0.66210938,-0.8820059
7,339,346,0.67578125,-0.95953757
21,307,328,0.640625,-0.87195122
20,325,345,0.67382812,-0.88405797
8,321,329,0.64257812,-0.95136778
0,333,333,0.65039062,-1
14,319,333,0.65039062,-0.91591592
18,298,316,0.6171875,-0.88607595
12,324,336,0.65625,-0.92857143
0,345,345,0.67382812,-1
1,331,332,0.6484375,-0.9939759
0,339,339,0.66210938,-1
12,325,337,0.65820312,-0.92878338
9,337,346,0.67578125,-0.94797688
25,331,356,0.6953125,-0.85955056
16,311,327,0.63867188,-0.90214067
25,304,329,0.64257812,-0.84802432
26,318,344,0.671875,-0.84883721
45,296,341,0.66601562,-0.73607038
10,322,332,0.6484375,-0.93975904
10,330,340,0.6640625,-0.94117647
46,285,331,0.64648438,-0.72205438
28,311,339,0.66210938,-0.83480826
24,303,327,0.63867188,-0.85321101
6,329,335,0.65429688,-0.9641791
4,321,325,0.63476562,-0.97538462
12,325,337,0.65820312,-0.92878338
12,323,335,0.65429688,-0.92835821
13,314,327,0.63867188,-0.9204893
12,328,340,0.6640625,-0.92941176
18,319,337,0.65820312,-0.89317507
13,338,351,0.68554688,-0.92592593
12,330,342,0.66796875,-0.92982456
1,337,338,0.66015625,-0.99408284
36,294,330,0.64453125,-0.78181818
23,305,328,0.640625,-0.8597561
36,289,325,0.63476562,-0.77846154
10,326,336,0.65625,-0.94047619
2,349,351,0.68554688,-0.98860399
1,334,335,0.65429688,-0.99402985
16,317,333,0.65039062,-0.9039039
9,339,348,0.6796875,-0.94827586
7,329,336,0.65625,-0.95833333
1,341,342,0.66796875,-0.99415205
18,313,331,0.64648438,-0.89123867
15,318,333,0.65039062,-0.90990991
1,334,335,0.65429688,-0.99402985
12,322,334,0.65234375,-0.92814371
20,310,330,0.64453125,-0.87878788
16,328,344,0.671875,-0.90697674
31,310,341,0.66601562,-0.81818182
24,313,337,0.65820312,-0.85756677
12,329,341,0.66601562,-0.92961877
0,337,337,0.65820312,-1
7,332,339,0.66210938,-0.95870206
6,325,331,0.64648438,-0.96374622
4,338,342,0.66796875,-0.97660819
6,337,343,0.66992188,-0.96501458
15,320,335,0.65429688,-0.91044776
25,302,327,0.63867188,-0.8470948
28,297,325,0.63476562,-0.82769231
15,332,347,0.67773438,-0.91354467
9,326,335,0.65429688,-0.94626866
7,319,326,0.63671875,-0.95705521
24,321,345,0.67382812,-0.86086957
4,331,335,0.65429688,-0.9761194
1,341,342,0.66796875,-0.99415205
15,312,327,0.63867188,-0.90825688
9,324,333,0.65039062,-0.94594595
24,310,334,0.65234375,-0.85628743
6,334,340,0.6640625,-0.96470588
18,320,338,0.66015625,-0.89349112
11,323,334,0.65234375,-0.93413174
20,318,338,0.66015625,-0.8816568
11,323,334,0.65234375,-0.93413174
25,302,327,0.63867188,-0.8470948
40,278,318,0.62109375,-0.74842767
20,309,329,0.64257812,-0.87841945
36,308,344,0.671875,-0.79069767
24,309,333,0.65039062,-0.85585586
39,289,328,0.640625,-0.76219512
46,286,332,0.6484375,-0.72289157
31,298,329,0.64257812,-0.81155015
16,315,331,0.64648438,-0.90332326
4,336,340,0.6640625,-0.97647059
9,326,335,0.65429688,-0.94626866
14,329,343,0.66992188,-0.91836735
7,330,337,0.65820312,-0.95845697
7,326,333,0.65039062,-0.95795796
12,321,333,0.65039062,-0.92792793
4,333,337,0.65820312,-0.97626113
10,326,336,0.65625,-0.94047619
20,303,323,0.63085938,-0.87616099
22,320,342,0.66796875,-0.87134503
15,315,330,0.64453125,-0.90909091
21,311,332,0.6484375,-0.87349398
7,344,351,0.68554688,-0.96011396
9,322,331,0.64648438,-0.94561934
10,316,326,0.63671875,-0.93865031
9,329,338,0.66015625,-0.94674556
9,324,333,0.65039062,-0.94594595
28,303,331,0.64648438,-0.83081571
49,292,341,0.66601562,-0.71260997
65,260,325,0.63476562,-0.6
79,245,324,0.6328125,-0.51234568
93,240,333,0.65039062,-0.44144144
88,244,332,0.6484375,-0.46987952
110,221,331,0.64648438,-0.33534743
114,212,326,0.63671875,-0.3006135
173,158,331,0.64648438,0.045317221
174,160,334,0.65234375,0.041916168
189,129,318,0.62109375,0.18867925
185,130,315,0.61523438,0.17460317
195,132,327,0.63867188,0.19266055
231,101,332,0.6484375,0.39156627
201,127,328,0.640625,0.22560976
188,134,322,0.62890625,0.16770186
220,109,329,0.64257812,0.33738602
199,126,325,0.63476562,0.22461538
295,35,330,0.64453125,0.78787879
312,25,337,0.65820312,0.85163205
326,9,335,0.65429688,0.94626866
306,20,326,0.63671875,0.87730061
316,21,337,0.65820312,0.87537092
318,6,324,0.6328125,0.96296296
334,2,336,0.65625,0.98809524
311,24,335,0.65429688,0.85671642
288,47,335,0.65429688,0.71940299
315,10,325,0.63476562,0.93846154
311,31,342,0.66796875,0.81871345
302,37,339,0.66210938,0.78171091
330,5,335,0.65429688,0.97014925
321,17,338,0.66015625,0.89940828
320,16,336,0.65625,0.9047619
319,15,334,0.65234375,0.91017964
292,46,338,0.66015625,0.72781065
289,48,337,0.65820312,0.71513353
328,6,334,0.65234375,0.96407186
313,24,337,0.65820312,0.85756677
299,23,322,0.62890625,0.85714286
341,2,343,0.66992188,0.98833819
307,17,324,0.6328125,0.89506173
315,13,328,0.640625,0.92073171
305,26,331,0.64648438,0.8429003
288,32,320,0.625,0.8
309,28,337,0.65820312,0.83382789
302,35,337,0.65820312,0.79228487
321,20,341,0.66601562,0.88269795
320,13,333,0.65039062,0.92192192
293,40,333,0.65039062,0.75975976
312,21,333,0.65039062,0.87387387
302,21,323,0.63085938,0.86996904
318,22,340,0.6640625,0.87058824
307,17,324,0.6328125,0.89506173
321,17,338,0.66015625,0.89940828
346,7,353,0.68945312,0.96033994
326,2,328,0.640625,0.98780488
335,5,340,0.6640625,0.97058824
328,8,336,0.65625,0.95238095
295,30,325,0.63476562,0.81538462
315,20,335,0.65429688,0.88059701
321,7,328,0.640625,0.95731707
335,2,337,0.65820312,0.98813056
336,0,336,0.65625,1
319,18,337,0.65820312,0.89317507
328,7,335,0.65429688,0.95820896
294,35,329,0.64257812,0.78723404
272,57,329,0.64257812,0.65349544
286,46,332,0.6484375,0.72289157
267,59,326,0.63671875,0.63803681
299,32,331,0.64648438,0.80664653
331,15,346,0.67578125,0.9132948
328,12,340,0.6640625,0.92941176
340,1,341,0.66601562,0.9941349
337,8,345,0.67382812,0.95362319
321,18,339,0.66210938,0.89380531
305,38,343,0.66992188,0.77842566
253,75,328,0.640625,0.54268293
237,91,328,0.640625,0.44512195
225,106,331,0.64648438,0.35951662
212,111,323,0.63085938,0.3126935
185,135,320,0.625,0.15625
183,148,331,0.64648438,0.10574018
226,100,326,0.63671875,0.38650307
234,84,318,0.62109375,0.47169811
250,86,336,0.65625,0.48809524
281,58,339,0.66210938,0.65781711
282,65,347,0.67773438,0.62536023
290,47,337,0.65820312,0.72106825
300,28,328,0.640625,0.82926829
336,7,343,0.66992188,0.95918367
332,3,335,0.65429688,0.98208955
331,7,338,0.66015625,0.95857988
326,5,331,0.64648438,0.96978852
313,16,329,0.64257812,0.90273556
333,15,348,0.6796875,0.9137931
309,29,338,0.66015625,0.82840237
326,12,338,0.66015625,0.92899408
319,13,332,0.6484375,0.92168675
313,10,323,0.63085938,0.9380805
314,17,331,0.64648438,0.89728097
332,7,339,0.66210938,0.95870206
313,34,347,0.67773438,0.80403458
308,18,326,0.63671875,0.88957055
295,28,323,0.63085938,0.82662539
282,51,333,0.65039062,0.69369369
262,82,344,0.671875,0.52325581
259,62,321,0.62695312,0.61370717
272,46,318,0.62109375,0.71069182
292,37,329,0.64257812,0.77507599
298,21,319,0.62304688,0.86833856
310,29,339,0.66210938,0.82890855
301,41,342,0.66796875,0.76023392
321,18,339,0.66210938,0.89380531
339,2,341,0.66601562,0.98826979
338,9,347,0.67773438,0.9481268
294,36,330,0.64453125,0.78181818
324,9,333,0.65039062,0.94594595
348,1,349,0.68164062,0.99426934
320,5,325,0.63476562,0.96923077
322,20,342,0.66796875,0.88304094
322,29,351,0.68554688,0.83475783
322,8,330,0.64453125,0.95151515
309,30,339,0.66210938,0.82300885
310,31,341,0.66601562,0.81818182
309,30,339,0.66210938,0.82300885
303,25,328,0.640625,0.84756098
325,10,335,0.65429688,0.94029851
327,3,330,0.64453125,0.98181818
303,26,329,0.64257812,0.84194529
340,1,341,0.66601562,0.9941349
322,17,339,0.66210938,0.89970501
291,35,326,0.63671875,0.78527607
341,5,346,0.67578125,0.97109827
338,1,339,0.66210938,0.99410029
328,9,337,0.65820312,0.94658754
318,7,325,0.63476562,0.95692308
333,5,338,0.66015625,0.9704142
320,7,327,0.63867188,0.95718654
327,9,336,0.65625,0.94642857
330,6,336,0.65625,0.96428571
310,18,328,0.640625,0.8902439
299,29,328,0.640625,0.82317073
302,30,332,0.6484375,0.81927711
311,20,331,0.64648438,0.87915408
347,0,347,0.67773438,1
314,13,327,0.63867188,0.9204893
309,24,333,0.65039062,0.85585586
315,23,338,0.66015625,0.86390533
301,34,335,0.65429688,0.79701493
334,11,345,0.67382812,0.93623188
333,2,335,0.65429688,0.9880597
320,24,344,0.671875,0.86046512
316,23,339,0.66210938,0.86430678
295,39,334,0.65234375,0.76646707
262,67,329,0.64257812,0.59270517
248,83,331,0.64648438,0.49848943
258,78,336,0.65625,0.53571429
263,67,330,0.64453125,0.59393939
269,64,333,0.65039062,0.61561562
280,62,342,0.66796875,0.6374269
292,29,321,0.62695312,0.81931464
303,30,333,0.65039062,0.81981982
294,40,334,0.65234375,0.76047904
293,39,332,0.6484375,0.76506024
317,16,333,0.65039062,0.9039039
287,39,326,0.63671875,0.7607362
327,11,338,0.66015625,0.93491124
322,23,345,0.67382812,0.86666667
331,8,339,0.66210938,0.95280236
344,0,344,0.671875,1
323,4,327,0.63867188,0.97553517
339,12,351,0.68554688,0.93162393
309,35,344,0.671875,0.79651163
323,10,333,0.65039062,0.93993994
327,7,334,0.65234375,0.95808383
319,3,322,0.62890625,0.98136646
312,23,335,0.65429688,0.86268657
313,24,337,0.65820312,0.85756677
325,8,333,0.65039062,0.95195195
305,20,325,0.63476562,0.87692308
321,11,332,0.6484375,0.93373494
303,22,325,0.63476562,0.86461538
327,8,335,0.65429688,0.95223881
273,53,326,0.63671875,0.67484663
291,35,326,0.63671875,0.78527607
291,38,329,0.64257812,0.76899696
303,35,338,0.66015625,0.79289941
316,19,335,0.65429688,0.88656716
324,14,338,0.66015625,0.91715976
298,36,334,0.65234375,0.78443114
274,47,321,0.62695312,0.70716511
307,34,341,0.66601562,0.80058651
327,3,330,0.64453125,0.98181818
317,12,329,0.64257812,0.92705167
327,7,334,0.65234375,0.95808383
327,16,343,0.66992188,0.90670554
301,35,336,0.65625,0.79166667
306,24,330,0.64453125,0.85454545
311,25,336,0.65625,0.85119048
312,16,328,0.640625,0.90243902
343,0,343,0.66992188,1
312,10,322,0.62890625,0.9378882
311,24,335,0.65429688,0.85671642
313,30,343,0.66992188,0.82507289
327,9,336,0.65625,0.94642857
298,28,326,0.63671875,0.82822086
304,22,326,0.63671875,0.86503067
311,20,331,0.64648438,0.87915408
320,11,331,0.64648438,0.93353474
345,2,347,0.67773438,0.98847262
328,19,347,0.67773438,0.89048991
324,14,338,0.66015625,0.91715976
322,11,333,0.65039062,0.93393393
327,5,332,0.6484375,0.96987952
308,32,340,0.6640625,0.81176471
284,37,321,0.62695312,0.7694704
314,18,332,0.6484375,0.89156627
317,21,338,0.66015625,0.87573964
341,2,343,0.66992188,0.98833819
310,10,320,0.625,0.9375
340,10,350,0.68359375,0.94285714
297,29,326,0.63671875,0.82208589
331,9,340,0.6640625,0.94705882
332,11,343,0.66992188,0.93586006
317,5,322,0.62890625,0.9689441
343,2,345,0.67382812,0.9884058
317,12,329,0.64257812,0.92705167
306,18,324,0.6328125,0.88888889
312,24,336,0.65625,0.85714286
340,3,343,0.66992188,0.98250729
341,1,342,0.66796875,0.99415205
320,19,339,0.66210938,0.8879056
325,7,332,0.6484375,0.95783133
336,1,337,0.65820312,0.99406528
317,19,336,0.65625,0.88690476
325,9,334,0.65234375,0.94610778
318,12,330,0.64453125,0.92727273
312,16,328,0.640625,0.90243902
320,11,331,0.64648438,0.93353474
314,20,334,0.65234375,0.88023952
320,26,346,0.67578125,0.84971098
323,8,331,0.64648438,0.95166163
308,11,319,0.62304688,0.93103448
333,9,342,0.66796875,0.94736842
331,9,340,0.6640625,0.94705882
299,30,329,0.64257812,0.81762918
322,27,349,0.68164062,0.84527221
299,28,327,0.63867188,0.82874618
309,11,320,0.625,0.93125
325,13,338,0.66015625,0.92307692
344,6,350,0.68359375,0.96571429
331,3,334,0.65234375,0.98203593
340,2,342,0.66796875,0.98830409
316,17,333,0.65039062,0.8978979
348,3,351,0.68554688,0.98290598
343,2,345,0.67382812,0.9884058
324,6,330,0.64453125,0.96363636
330,1,331,0.64648438,0.9939577
323,13,336,0.65625,0.92261905
328,6,334,0.65234375,0.96407186
341,2,343,0.66992188,0.98833819
291,32,323,0.63085938,0.80185759
330,4,334,0.65234375,0.9760479
334,4,338,0.66015625,0.97633136
340,3,343,0.66992188,0.98250729
329,10,339,0.66210938,0.94100295
326,8,334,0.65234375,0.95209581
336,5,341,0.66601562,0.97067449
309,21,330,0.64453125,0.87272727
309,20,329,0.64257812,0.87841945
333,5,338,0.66015625,0.9704142
330,17,347,0.67773438,0.90201729
304,25,329,0.64257812,0.84802432
337,7,344,0.671875,0.95930233
317,24,341,0.66601562,0.85923754
284,40,324,0.6328125,0.75308642
304,28,332,0.6484375,0.8313253
320,24,344,0.671875,0.86046512
313,24,337,0.65820312,0.85756677
293,43,336,0.65625,0.74404762
301,36,337,0.65820312,0.78635015
270,62,332,0.6484375,0.62650602
277,57,334,0.65234375,0.65868263
262,76,338,0.66015625,0.55029586
219,115,334,0.65234375,0.31137725
222,105,327,0.63867188,0.35779817
237,97,334,0.65234375,0.41916168
246,92,338,0.66015625,0.4556213
261,63,324,0.6328125,0.61111111
224,99,323,0.63085938,0.3869969
252,81,333,0.65039062,0.51351351
255,72,327,0.63867188,0.55963303
212,106,318,0.62109375,0.33333333
219,104,323,0.63085938,0.35603715
254,68,322,0.62890625,0.57763975
281,52,333,0.65039062,0.68768769
301,37,338,0.66015625,0.78106509
267,51,318,0.62109375,0.67924528
322,10,332,0.6484375,0.93975904
308,23,331,0.64648438,0.86102719
300,28,328,0.640625,0.82926829
317,12,329,0.64257812,0.92705167
337,0,337,0.65820312,1
278,48,326,0.63671875,0.70552147
322,7,329,0.64257812,0.95744681
309,15,324,0.6328125,0.90740741
325,3,328,0.640625,0.98170732
320,16,336,0.65625,0.9047619
292,35,327,0.63867188,0.78593272
292,22,314,0.61328125,0.85987261
324,9,333,0.65039062,0.94594595
338,5,343,0.66992188,0.97084548
339,2,341,0.66601562,0.98826979
337,11,348,0.6796875,0.93678161
341,8,349,0.68164062,0.95415473
328,7,335,0.65429688,0.95820896
339,9,348,0.6796875,0.94827586
330,8,338,0.66015625,0.95266272
325,5,330,0.64453125,0.96969697
329,2,331,0.64648438,0.98791541
287,33,320,0.625,0.79375
323,13,336,0.65625,0.92261905
330,16,346,0.67578125,0.90751445
309,26,335,0.65429688,0.84477612
312,30,342,0.66796875,0.8245614
324,13,337,0.65820312,0.92284866
318,9,327,0.63867188,0.94495413
283,42,325,0.63476562,0.74153846
315,3,318,0.62109375,0.98113208
338,6,344,0.671875,0.96511628
318,14,332,0.6484375,0.91566265
