n_hor,n_ver,n_tot,eta,S
134,198,332,0.6484375,-0.19277108
154,193,347,0.67773438,-0.11239193
175,166,341,0.66601562,0.026392962
140,200,340,0.6640625,-0.17647059
118,222,340,0.6640625,-0.30588235
101,242,343,0.66992188,-0.41107872
78,262,340,0.6640625,-0.54117647
55,295,350,0.68359375,-0.68571429
40,301,341,0.66601562,-0.76539589
38,305,343,0.66992188,-0.77842566
25,318,343,0.66992188,-0.85422741
19,334,353,0.68945312,-0.89235127
25,307,332,0.6484375,-0.84939759
20,322,342,0.66796875,-0.88304094
23,322,345,0.67382812,-0.86666667
28,330,358,0.69921875,-0.84357542
11,331,342,0.66796875,-0.93567251
3,349,352,0.6875,-0.98295455
0,355,355,0.69335938,-1
13,339,352,0.6875,-0.92613636
10,334,344,0.671875,-0.94186047
34,312,346,0.67578125,-0.80346821
27,318,345,0.67382812,-0.84347826
27,312,339,0.66210938,-0.84070796
30,319,349,0.68164062,-0.82808023
9,343,352,0.6875,-0.94886364
14,344,358,0.69921875,-0.92178771
10,343,353,0.68945312,-0.94334278
23,315,338,0.66015625,-0.86390533
32,317,349,0.68164062,-0.81661891
36,306,342,0.66796875,-0.78947368
29,319,348,0.6796875,-0.83333333
31,312,343,0.66992188,-0.81924198
10,340,350,0.68359375,-0.94285714
9,344,353,0.68945312,-0.9490085
12,331,343,0.66992188,-0.93002915
25,323,348,0.6796875,-0.85632184
20,329,349,0.68164062,-0.88538682
7,337,344,0.671875,-0.95930233
18,327,345,0.67382812,-0.89565217
8,339,347,0.67773438,-0.95389049
10,335,345,0.67382812,-0.94202899
5,354,359,0.70117188,-0.97214485
3,332,335,0.65429688,-0.98208955
5,354,359,0.70117188,-0.97214485
4,341,345,0.67382812,-0.97681159
0,348,348,0.6796875,-1
2,338,340,0.6640625,-0.98823529
5,347,352,0.6875,-0.97159091
22,323,345,0.67382812,-0.87246377
13,338,351,0.68554688,-0.92592593
0,357,357,0.69726562,-1
1,352,353,0.68945312,-0.99433428
4,343,347,0.67773438,-0.97694524
10,345,355,0.69335938,-0.94366197
0,357,357,0.69726562,-1
9,320,329,0.64257812,-0.94528875
0,360,360,0.703125,-1
0,352,352,0.6875,-1
12,334,346,0.67578125,-0.93063584
26,328,354,0.69140625,-0.85310734
29,312,341,0.66601562,-0.82991202
14,322,336,0.65625,-0.91666667
19,330,349,0.68164062,-0.89111748
8,343,351,0.68554688,-0.95441595
22,333,355,0.69335938,-0.87605634
15,333,348,0.6796875,-0.9137931
26,313,339,0.66210938,-0.84660767
29,326,355,0.69335938,-0.83661972
8,344,352,0.6875,-0.95454545
21,319,340,0.6640625,-0.87647059
10,333,343,0.66992188,-0.94169096
2,339,341,0.66601562,-0.98826979
11,342,353,0.68945312,-0.93767705
0,346,346,0.67578125,-1
0,362,362,0.70703125,-1
0,348,348,0.6796875,-1
8,347,355,0.69335938,-0.95492958
4,337,341,0.66601562,-0.97653959
0,347,347,0.67773438,-1
0,357,357,0.69726562,-1
7,334,341,0.66601562,-0.95894428
9,346,355,0.69335938,-0.94929577
1,338,339,0.66210938,-0.99410029
2,357,359,0.70117188,-0.98885794
24,328,352,0.6875,-0.86363636
10,345,355,0.69335938,-0.94366197
19,332,351,0.68554688,-0.89173789
10,333,343,0.66992188,-0.94169096
3,337,340,0.6640625,-0.98235294
17,326,343,0.66992188,-0.90087464
1,343,344,0.671875,-0.99418605
5,357,362,0.70703125,-0.97237569
6,350,356,0.6953125,-0.96629213
10,342,352,0.6875,-0.94318182
3,344,347,0.67773438,-0.98270893
5,345,350,0.68359375,-0.97142857
21,328,349,0.68164062,-0.87965616
4,345,349,0.68164062,-0.97707736
0,350,350,0.68359375,-1
2,354,356,0.6953125,-0.98876404
1,350,351,0.68554688,-0.99430199
1,356,357,0.69726562,-0.99439776
0,342,342,0.66796875,-1
5,363,368,0.71875,-0.97282609
3,356,359,0.70117188,-0.98328691
0,358,358,0.69921875,-1
2,338,340,0.6640625,-0.98823529
16,340,356,0.6953125,-0.91011236
1,341,342,0.66796875,-0.99415205
12,337,349,0.68164062,-0.93123209
26,310,336,0.65625,-0.8452381
1,353,354,0.69140625,-0.99435028
12,330,342,0.66796875,-0.92982456
23,326,349,0.68164062,-0.86819484
0,357,357,0.69726562,-1
0,354,354,0.69140625,-1
4,348,352,0.6875,-0.97727273
0,353,353,0.68945312,-1
18,329,347,0.67773438,-0.8962536
16,333,349,0.68164062,-0.90830946
6,333,339,0.66210938,-0.96460177
13,330,343,0.66992188,-0.92419825
10,336,346,0.67578125,-0.94219653
11,337,348,0.6796875,-0.93678161
10,342,352,0.6875,-0.94318182
5,337,342,0.66796875,-0.97076023
21,327,348,0.6796875,-0.87931034
18,333,351,0.68554688,-0.8974359
34,301,335,0.65429688,-0.79701493
14,326,340,0.6640625,-0.91764706
8,334,342,0.66796875,-0.95321637
0,344,344,0.671875,-1
19,321,340,0.6640625,-0.88823529
6,347,353,0.68945312,-0.96600567
15,341,356,0.6953125,-0.91573034
8,334,342,0.66796875,-0.95321637
5,347,352,0.6875,-0.97159091
14,336,350,0.68359375,-0.92
0,350,350,0.68359375,-1
0,352,352,0.6875,-1
1,346,347,0.67773438,-0.99423631
2,349,351,0.68554688,-0.98860399
0,350,350,0.68359375,-1
2,332,334,0.65234375,-0.98802395
31,319,350,0.68359375,-0.82285714
23,325,348,0.6796875,-0.86781609
17,339,356,0.6953125,-0.90449438
0,352,352,0.6875,-1
8,346,354,0.69140625,-0.95480226
7,355,362,0.70703125,-0.96132597
6,352,358,0.69921875,-0.96648045
4,339,343,0.66992188,-0.97667638
7,337,344,0.671875,-0.95930233
7,344,351,0.68554688,-0.96011396
7,353,360,0.703125,-0.96111111
7,350,357,0.69726562,-0.96078431
0,350,350,0.68359375,-1
1,360,361,0.70507812,-0.99445983
0,343,343,0.66992188,-1
9,337,346,0.67578125,-0.94797688
7,345,352,0.6875,-0.96022727
12,343,355,0.69335938,-0.93239437
4,346,350,0.68359375,-0.97714286
6,344,350,0.68359375,-0.96571429
36,315,351,0.68554688,-0.79487179
7,337,344,0.671875,-0.95930233
0,354,354,0.69140625,-1
0,356,356,0.6953125,-1
2,351,353,0.68945312,-0.98866856
7,337,344,0.671875,-0.95930233
0,352,352,0.6875,-1
0,343,343,0.66992188,-1
5,345,350,0.68359375,-0.97142857
0,349,349,0.68164062,-1
2,356,358,0.69921875,-0.98882682
4,341,345,0.67382812,-0.97681159
0,352,352,0.6875,-1
0,357,357,0.69726562,-1
13,343,356,0.6953125,-0.92696629
4,343,347,0.67773438,-0.97694524
0,365,365,0.71289062,-1
1,341,342,0.66796875,-0.99415205
9,343,352,0.6875,-0.94886364
0,339,339,0.66210938,-1
7,328,335,0.65429688,-0.95820896
3,349,352,0.6875,-0.98295455
5,340,345,0.67382812,-0.97101449
0,352,352,0.6875,-1
8,361,369,0.72070312,-0.95663957
9,355,364,0.7109375,-0.95054945
6,348,354,0.69140625,-0.96610169
10,328,338,0.66015625,-0.9408284
5,350,355,0.69335938,-0.97183099
9,339,348,0.6796875,-0.94827586
5,348,353,0.68945312,-0.97167139
27,331,358,0.69921875,-0.84916201
34,316,350,0.68359375,-0.80571429
39,303,342,0.66796875,-0.77192982
8,349,357,0.69726562,-0.95518207
5,360,365,0.71289062,-0.97260274
3,357,360,0.703125,-0.98333333
3,344,347,0.67773438,-0.98270893
0,357,357,0.69726562,-1
11,331,342,0.66796875,-0.93567251
10,339,349,0.68164062,-0.94269341
4,347,351,0.68554688,-0.97720798
2,347,349,0.68164062,-0.98853868
7,329,336,0.65625,-0.95833333
11,334,345,0.67382812,-0.93623188
17,336,353,0.68945312,-0.90368272
0,346,346,0.67578125,-1
9,344,353,0.68945312,-0.9490085
26,323,349,0.68164062,-0.85100287
29,313,342,0.66796875,-0.83040936
52,292,344,0.671875,-0.69767442
39,311,350,0.68359375,-0.77714286
24,310,334,0.65234375,-0.85628743
4,343,347,0.67773438,-0.97694524
21,334,355,0.69335938,-0.88169014
32,301,333,0.65039062,-0.80780781
13,341,354,0.69140625,-0.92655367
2,341,343,0.66992188,-0.98833819
7,340,347,0.67773438,-0.95965418
1,346,347,0.67773438,-0.99423631
15,334,349,0.68164062,-0.91404011
3,357,360,0.703125,-0.98333333
1,352,353,0.68945312,-0.99433428
0,352,352,0.6875,-1
0,365,365,0.71289062,-1
1,354,355,0.69335938,-0.9943662
10,347,357,0.69726562,-0.94397759
31,308,339,0.66210938,-0.81710914
13,333,346,0.67578125,-0.92485549
26,323,349,0.68164062,-0.85100287
33,308,341,0.66601562,-0.80645161
46,293,339,0.66210938,-0.72861357
46,311,357,0.69726562,-0.74229692
32,305,337,0.65820312,-0.81008902
10,344,354,0.69140625,-0.94350282
7,326,333,0.65039062,-0.95795796
1,348,349,0.68164062,-0.99426934
5,349,354,0.69140625,-0.97175141
11,348,359,0.70117188,-0.93871866
6,343,349,0.68164062,-0.96561605
23,323,346,0.67578125,-0.86705202
14,333,347,0.67773438,-0.91930836
19,328,347,0.67773438,-0.89048991
2,346,348,0.6796875,-0.98850575
0,355,355,0.69335938,-1
11,331,342,0.66796875,-0.93567251
9,337,346,0.67578125,-0.94797688
16,334,350,0.68359375,-0.90857143
1,341,342,0.66796875,-0.99415205
11,335,346,0.67578125,-0.93641618
4,355,359,0.70117188,-0.97771588
6,345,351,0.68554688,-0.96581197
0,349,349,0.68164062,-1
11,329,340,0.6640625,-0.93529412
10,341,351,0.68554688,-0.94301994
16,334,350,0.68359375,-0.90857143
6,342,348,0.6796875,-0.96551724
18,336,354,0.69140625,-0.89830508
13,346,359,0.70117188,-0.9275766
6,345,351,0.68554688,-0.96581197
21,323,344,0.671875,-0.87790698
1,357,358,0.69921875,-0.99441341
3,340,343,0.66992188,-0.98250729
6,349,355,0.69335938,-0.96619718
6,350,356,0.6953125,-0.96629213
4,346,350,0.68359375,-0.97714286
3,348,351,0.68554688,-0.98290598
8,345,353,0.68945312,-0.95467422
16,338,354,0.69140625,-0.90960452
2,339,341,0.66601562,-0.98826979
13,335,348,0.6796875,-0.92528736
33,307,340,0.6640625,-0.80588235
46,302,348,0.6796875,-0.73563218
47,290,337,0.65820312,-0.72106825
62,285,347,0.67773438,-0.6426513
28,320,348,0.6796875,-0.83908046
12,334,346,0.67578125,-0.93063584
0,361,361,0.70507812,-1
6,344,350,0.68359375,-0.96571429
4,332,336,0.65625,-0.97619048
1,352,353,0.68945312,-0.99433428
0,347,347,0.67773438,-1
13,328,341,0.66601562,-0.92375367
4,350,354,0.69140625,-0.97740113
14,343,357,0.69726562,-0.92156863
4,345,349,0.68164062,-0.97707736
0,358,358,0.69921875,-1
8,354,362,0.70703125,-0.9558011
12,339,351,0.68554688,-0.93162393
5,342,347,0.67773438,-0.97118156
1,352,353,0.68945312,-0.99433428
10,323,333,0.65039062,-0.93993994
1,360,361,0.70507812,-0.99445983
3,355,358,0.69921875,-0.98324022
1,342,343,0.66992188,-0.9941691
1,351,352,0.6875,-0.99431818
11,334,345,0.67382812,-0.93623188
0,352,352,0.6875,-1
17,336,353,0.68945312,-0.90368272
14,335,349,0.68164062,-0.91977077
9,327,336,0.65625,-0.94642857
10,351,361,0.70507812,-0.94459834
0,345,345,0.67382812,-1
5,359,364,0.7109375,-0.97252747
0,351,351,0.68554688,-1
6,343,349,0.68164062,-0.96561605
3,348,351,0.68554688,-0.98290598
6,342,348,0.6796875,-0.96551724
6,350,356,0.6953125,-0.96629213
10,343,353,0.68945312,-0.94334278
3,354,357,0.69726562,-0.98319328
11,342,353,0.68945312,-0.93767705
12,342,354,0.69140625,-0.93220339
2,347,349,0.68164062,-0.98853868
8,347,355,0.69335938,-0.95492958
11,342,353,0.68945312,-0.93767705
2,353,355,0.69335938,-0.98873239
5,336,341,0.66601562,-0.97067449
4,351,355,0.69335938,-0.97746479
12,339,351,0.68554688,-0.93162393
12,342,354,0.69140625,-0.93220339
35,303,338,0.66015625,-0.79289941
30,318,348,0.6796875,-0.82758621
50,285,335,0.65429688,-0.70149254
51,293,344,0.671875,-0.70348837
33,320,353,0.68945312,-0.81303116
18,332,350,0.68359375,-0.89714286
1,361,362,0.70703125,-0.99447514
8,341,349,0.68164062,-0.95415473
3,355,358,0.69921875,-0.98324022
7,347,354,0.69140625,-0.96045198
16,338,354,0.69140625,-0.90960452
14,338,352,0.6875,-0.92045455
1,350,351,0.68554688,-0.99430199
19,326,345,0.67382812,-0.88985507
1,348,349,0.68164062,-0.99426934
5,335,340,0.6640625,-0.97058824
5,339,344,0.671875,-0.97093023
0,358,358,0.69921875,-1
13,339,352,0.6875,-0.92613636
7,350,357,0.69726562,-0.96078431
1,353,354,0.69140625,-0.99435028
0,349,349,0.68164062,-1
2,344,346,0.67578125,-0.98843931
2,347,349,0.68164062,-0.98853868
6,346,352,0.6875,-0.96590909
6,351,357,0.69726562,-0.96638655
5,346,351,0.68554688,-0.97150997
13,333,346,0.67578125,-0.92485549
15,333,348,0.6796875,-0.9137931
0,356,356,0.6953125,-1
0,358,358,0.69921875,-1
0,345,345,0.67382812,-1
0,356,356,0.6953125,-1
2,354,356,0.6953125,-0.98876404
2,352,354,0.69140625,-0.98870056
8,338,346,0.67578125,-0.95375723
8,342,350,0.68359375,-0.95428571
17,323,340,0.6640625,-0.9
21,326,347,0.67773438,-0.87896254
9,341,350,0.68359375,-0.94857143
9,340,349,0.68164062,-0.94842407
6,341,347,0.67773438,-0.96541787
0,347,347,0.67773438,-1
2,360,362,0.70703125,-0.98895028
1,349,350,0.68359375,-0.99428571
0,347,347,0.67773438,-1
0,345,345,0.67382812,-1
1,348,349,0.68164062,-0.99426934
0,354,354,0.69140625,-1
12,331,343,0.66992188,-0.93002915
18,332,350,0.68359375,-0.89714286
6,344,350,0.68359375,-0.96571429
1,342,343,0.66992188,-0.9941691
9,355,364,0.7109375,-0.95054945
9,340,349,0.68164062,-0.94842407
17,326,343,0.66992188,-0.90087464
23,329,352,0.6875,-0.86931818
29,309,338,0.66015625,-0.82840237
27,316,343,0.66992188,-0.8425656
36,305,341,0.66601562,-0.7888563
35,319,354,0.69140625,-0.80225989
45,300,345,0.67382812,-0.73913043
9,346,355,0.69335938,-0.94929577
4,348,352,0.6875,-0.97727273
0,355,355,0.69335938,-1
2,350,352,0.6875,-0.98863636
0,350,350,0.68359375,-1
0,363,363,0.70898438,-1
0,361,361,0.70507812,-1
8,345,353,0.68945312,-0.95467422
11,337,348,0.6796875,-0.93678161
5,334,339,0.66210938,-0.97050147
4,348,352,0.6875,-0.97727273
0,355,355,0.69335938,-1
3,348,351,0.68554688,-0.98290598
9,344,353,0.68945312,-0.9490085
10,331,341,0.66601562,-0.94134897
3,357,360,0.703125,-0.98333333
7,341,348,0.6796875,-0.95977011
7,338,345,0.67382812,-0.95942029
18,333,351,0.68554688,-0.8974359
5,349,354,0.69140625,-0.97175141
2,346,348,0.6796875,-0.98850575
9,346,355,0.69335938,-0.94929577
2,342,344,0.671875,-0.98837209
12,343,355,0.69335938,-0.93239437
2,351,353,0.68945312,-0.98866856
16,331,347,0.67773438,-0.90778098
4,344,348,0.6796875,-0.97701149
5,359,364,0.7109375,-0.97252747
10,339,349,0.68164062,-0.94269341
3,345,348,0.6796875,-0.98275862
13,336,349,0.68164062,-0.92550143
24,326,350,0.68359375,-0.86285714
9,345,354,0.69140625,-0.94915254
0,344,344,0.671875,-1
5,348,353,0.68945312,-0.97167139
9,350,359,0.70117188,-0.94986072
12,331,343,0.66992188,-0.93002915
4,335,339,0.66210938,-0.97640118
4,340,344,0.671875,-0.97674419
11,338,349,0.68164062,-0.93696275
15,334,349,0.68164062,-0.91404011
21,324,345,0.67382812,-0.87826087
30,297,327,0.63867188,-0.81651376
19,327,346,0.67578125,-0.89017341
1,343,344,0.671875,-0.99418605
5,349,354,0.69140625,-0.97175141
8,344,352,0.6875,-0.95454545
6,345,351,0.68554688,-0.96581197
17,331,348,0.6796875,-0.90229885
11,333,344,0.671875,-0.93604651
9,345,354,0.69140625,-0.94915254
8,343,351,0.68554688,-0.95441595
22,317,339,0.66210938,-0.87020649
0,356,356,0.6953125,-1
7,343,350,0.68359375,-0.96
2,349,351,0.68554688,-0.98860399
5,342,347,0.67773438,-0.97118156
12,346,358,0.69921875,-0.93296089
1,344,345,0.67382812,-0.9942029
0,355,355,0.69335938,-1
6,352,358,0.69921875,-0.96648045
10,347,357,0.69726562,-0.94397759
5,341,346,0.67578125,-0.97109827
10,353,363,0.70898438,-0.94490358
3,346,349,0.68164062,-0.98280802
1,342,343,0.66992188,-0.9941691
2,341,343,0.66992188,-0.98833819
1,357,358,0.69921875,-0.99441341
19,320,339,0.66210938,-0.8879056
5,349,354,0.69140625,-0.97175141
3,344,347,0.67773438,-0.98270893
5,342,347,0.67773438,-0.97118156
9,341,350,0.68359375,-0.94857143
5,332,337,0.65820312,-0.97032641
21,327,348,0.6796875,-0.87931034
3,346,349,0.68164062,-0.98280802
1,348,349,0.68164062,-0.99426934
2,348,350,0.68359375,-0.98857143
1,349,350,0.68359375,-0.99428571
1,351,352,0.6875,-0.99431818
4,351,355,0.69335938,-0.97746479
13,336,349,0.68164062,-0.92550143
28,323,351,0.68554688,-0.84045584
12,333,345,0.67382812,-0.93043478
15,329,344,0.671875,-0.9127907
20,334,354,0.69140625,-0.88700565
18,325,343,0.66992188,-0.89504373
21,326,347,0.67773438,-0.87896254
13,336,349,0.68164062,-0.92550143
29,320,349,0.68164062,-0.83381089
41,302,343,0.66992188,-0.76093294
31,314,345,0.67382812,-0.82028986
1,341,342,0.66796875,-0.99415205
2,340,342,0.66796875,-0.98830409
13,331,344,0.671875,-0.9244186
10,331,341,0.66601562,-0.94134897
7,348,355,0.69335938,-0.96056338
19,323,342,0.66796875,-0.88888889
10,352,362,0.70703125,-0.94475138
6,334,340,0.6640625,-0.96470588
3,352,355,0.69335938,-0.98309859
11,336,347,0.67773438,-0.93659942
15,328,343,0.66992188,-0.91253644
0,350,350,0.68359375,-1
2,343,345,0.67382812,-0.9884058
3,348,351,0.68554688,-0.98290598
10,326,336,0.65625,-0.94047619
13,342,355,0.69335938,-0.92676056
17,328,345,0.67382812,-0.90144928
21,333,354,0.69140625,-0.88135593
29,302,331,0.64648438,-0.82477341
37,303,340,0.6640625,-0.78235294
54,281,335,0.65429688,-0.67761194
22,326,348,0.6796875,-0.87356322
18,333,351,0.68554688,-0.8974359
29,309,338,0.66015625,-0.82840237
32,311,343,0.66992188,-0.81341108
31,309,340,0.6640625,-0.81764706
22,332,354,0.69140625,-0.87570621
12,334,346,0.67578125,-0.93063584
19,330,349,0.68164062,-0.89111748
2,347,349,0.68164062,-0.98853868
2,350,352,0.6875,-0.98863636
2,351,353,0.68945312,-0.98866856
4,346,350,0.68359375,-0.97714286
0,345,345,0.67382812,-1
8,334,342,0.66796875,-0.95321637
1,358,359,0.70117188,-0.99442897
11,341,352,0.6875,-0.9375
5,349,354,0.69140625,-0.97175141
7,352,359,0.70117188,-0.96100279
0,358,358,0.69921875,-1
9,356,365,0.71289062,-0.95068493
0,327,327,0.63867188,-1
11,341,352,0.6875,-0.9375
2,340,342,0.66796875,-0.98830409
1,361,362,0.70703125,-0.99447514
15,333,348,0.6796875,-0.9137931
25,321,346,0.67578125,-0.85549133
7,344,351,0.68554688,-0.96011396
8,343,351,0.68554688,-0.95441595
7,353,360,0.703125,-0.96111111
15,337,352,0.6875,-0.91477273
25,323,348,0.6796875,-0.85632184
24,315,339,0.66210938,-0.85840708
20,326,346,0.67578125,-0.88439306
10,337,347,0.67773438,-0.94236311
0,342,342,0.66796875,-1
0,357,357,0.69726562,-1
2,345,347,0.67773438,-0.98847262
0,348,348,0.6796875,-1
0,356,356,0.6953125,-1
1,336,337,0.65820312,-0.99406528
17,332,349,0.68164062,-0.9025788
16,341,357,0.69726562,-0.91036415
1,342,343,0.66992188,-0.9941691
1,351,352,0.6875,-0.99431818
1,353,354,0.69140625,-0.99435028
10,335,345,0.67382812,-0.94202899
16,332,348,0.6796875,-0.90804598
53,279,332,0.6484375,-0.68072289
44,293,337,0.65820312,-0.7388724
27,324,351,0.68554688,-0.84615385
43,312,355,0.69335938,-0.75774648
41,299,340,0.6640625,-0.75882353
32,311,343,0.66992188,-0.81341108
28,314,342,0.66796875,-0.83625731
28,311,339,0.66210938,-0.83480826
19,332,351,0.68554688,-0.89173789
26,320,346,0.67578125,-0.84971098
11,343,354,0.69140625,-0.93785311
0,353,353,0.68945312,-1
9,335,344,0.671875,-0.94767442
42,314,356,0.6953125,-0.76404494
19,310,329,0.64257812,-0.88449848
34,320,354,0.69140625,-0.8079096
5,355,360,0.703125,-0.97222222
7,333,340,0.6640625,-0.95882353
4,349,353,0.68945312,-0.97733711
24,325,349,0.68164062,-0.86246418
25,323,348,0.6796875,-0.85632184
32,311,343,0.66992188,-0.81341108
29,324,353,0.68945312,-0.83569405
43,294,337,0.65820312,-0.74480712
61,291,352,0.6875,-0.65340909
52,286,338,0.66015625,-0.69230769
56,291,347,0.67773438,-0.67723343
27,314,341,0.66601562,-0.84164223
15,339,354,0.69140625,-0.91525424
10,338,348,0.6796875,-0.94252874
13,338,351,0.68554688,-0.92592593
0,344,344,0.671875,-1
7,339,346,0.67578125,-0.95953757
18,328,346,0.67578125,-0.89595376
9,325,334,0.65234375,-0.94610778
5,336,341,0.66601562,-0.97067449
0,346,346,0.67578125,-1
13,338,351,0.68554688,-0.92592593
1,338,339,0.66210938,-0.99410029
7,337,344,0.671875,-0.95930233
10,327,337,0.65820312,-0.94065282
16,329,345,0.67382812,-0.90724638
12,329,341,0.66601562,-0.92961877
8,357,365,0.71289062,-0.95616438
4,344,348,0.6796875,-0.97701149
13,326,339,0.66210938,-0.92330383
16,334,350,0.68359375,-0.90857143
13,322,335,0.65429688,-0.92238806
0,351,351,0.68554688,-1
1,354,355,0.69335938,-0.9943662
4,349,353,0.68945312,-0.97733711
0,347,347,0.67773438,-1
3,348,351,0.68554688,-0.98290598
3,336,339,0.66210938,-0.98230088
5,359,364,0.7109375,-0.97252747
5,347,352,0.6875,-0.97159091
23,326,349,0.68164062,-0.86819484
33,311,344,0.671875,-0.80813953
11,344,355,0.69335938,-0.93802817
3,356,359,0.70117188,-0.98328691
0,355,355,0.69335938,-1
5,348,353,0.68945312,-0.97167139
7,342,349,0.68164062,-0.95988539
8,348,356,0.6953125,-0.95505618
4,345,349,0.68164062,-0.97707736
15,329,344,0.671875,-0.9127907
0,345,345,0.67382812,-1
13,328,341,0.66601562,-0.92375367
15,324,339,0.66210938,-0.91150442
10,347,357,0.69726562,-0.94397759
7,353,360,0.703125,-0.96111111
7,331,338,0.66015625,-0.95857988
17,332,349,0.68164062,-0.9025788
1,345,346,0.67578125,-0.99421965
24,322,346,0.67578125,-0.86127168
13,344,357,0.69726562,-0.92717087
14,344,358,0.69921875,-0.92178771
9,335,344,0.671875,-0.94767442
0,355,355,0.69335938,-1
3,346,349,0.68164062,-0.98280802
2,343,345,0.67382812,-0.9884058
6,324,330,0.64453125,-0.96363636
8,338,346,0.67578125,-0.95375723
0,358,358,0.69921875,-1
30,315,345,0.67382812,-0.82608696
31,325,356,0.6953125,-0.8258427
25,328,353,0.68945312,-0.85835694
3,351,354,0.69140625,-0.98305085
0,338,338,0.66015625,-1
11,342,353,0.68945312,-0.93767705
1,351,352,0.6875,-0.99431818
3,345,348,0.6796875,-0.98275862
11,345,356,0.6953125,-0.93820225
26,320,346,0.67578125,-0.84971098
48,315,363,0.70898438,-0.73553719
40,300,340,0.6640625,-0.76470588
9,337,346,0.67578125,-0.94797688
1,348,349,0.68164062,-0.99426934
1,355,356,0.6953125,-0.99438202
1,349,350,0.68359375,-0.99428571
0,350,350,0.68359375,-1
9,337,346,0.67578125,-0.94797688
8,347,355,0.69335938,-0.95492958
2,337,339,0.66210938,-0.98820059
8,345,353,0.68945312,-0.95467422
7,344,351,0.68554688,-0.96011396
0,352,352,0.6875,-1
2,346,348,0.6796875,-0.98850575
13,327,340,0.6640625,-0.92352941
12,336,348,0.6796875,-0.93103448
34,311,345,0.67382812,-0.80289855
31,317,348,0.6796875,-0.82183908
10,331,341,0.66601562,-0.94134897
6,349,355,0.69335938,-0.96619718
0,358,358,0.69921875,-1
23,322,345,0.67382812,-0.86666667
5,343,348,0.6796875,-0.97126437
5,347,352,0.6875,-0.97159091
7,341,348,0.6796875,-0.95977011
1,347,348,0.6796875,-0.99425287
9,339,348,0.6796875,-0.94827586
7,339,346,0.67578125,-0.95953757
5,355,360,0.703125,-0.97222222
8,340,348,0.6796875,-0.95402299
9,339,348,0.6796875,-0.94827586
38,309,347,0.67773438,-0.78097983
47,301,348,0.6796875,-0.72988506
59,286,345,0.67382812,-0.65797101
44,309,353,0.68945312,-0.75070822
6,347,353,0.68945312,-0.96600567
3,352,355,0.69335938,-0.98309859
8,341,349,0.68164062,-0.95415473
1,352,353,0.68945312,-0.99433428
9,340,349,0.68164062,-0.94842407
11,335,346,0.67578125,-0.93641618
4,332,336,0.65625,-0.97619048
11,341,352,0.6875,-0.9375
7,347,354,0.69140625,-0.96045198
0,354,354,0.69140625,-1
7,336,343,0.66992188,-0.95918367
9,339,348,0.6796875,-0.94827586
16,331,347,0.67773438,-0.90778098
17,333,350,0.68359375,-0.90285714
36,309,345,0.67382812,-0.79130435
36,307,343,0.66992188,-0.79008746
9,337,346,0.67578125,-0.94797688
0,362,362,0.70703125,-1
6,331,337,0.65820312,-0.96439169
0,359,359,0.70117188,-1
3,339,342,0.66796875,-0.98245614
15,341,356,0.6953125,-0.91573034
11,347,358,0.69921875,-0.93854749
10,344,354,0.69140625,-0.94350282
2,347,349,0.68164062,-0.98853868
16,336,352,0.6875,-0.90909091
33,327,360,0.703125,-0.81666667
12,342,354,0.69140625,-0.93220339
21,318,339,0.66210938,-0.87610619
